Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Attack Charge Field,20,Support,0,Yes,Increases ATK of all battle members by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Guard Charge,6,Support,0,Yes,Increases DEF of one member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Guard Charge Field,20,Support,0,Yes,Increases DEF of all battle members by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Mental Charge,6,Support,0,Yes,Increases INT of one member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Mental Charge Field,20,Support,0,Yes,Increases INT of all battle members by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Speed Charge,6,Support,0,Yes,Increases SPD of one member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Speed Charge Field,20,Support,0,Yes,Increases SPD of all battle members by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Hit Charge,6,Support,0,Yes,Increases ACC of one battle member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Agility Charge,6,Support,0,Yes,Increases EVA of one battle member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Critical Charge,6,Support,0,Yes,Increases CRIT of one battle member by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Attack Break,6,Support,0,Yes,Reduces ATK of one enemy by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Attack Break Field,20,Support,0,Yes,Reduces ATK of all enemies by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Guard Break,6,Support,0,Yes,Reduces DEF of one enemy by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Guard Break Field,20,Support,0,Yes,Reduces DEF of all enemies by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Mental Break,6,Support,0,Yes,Reduces INT of one enemy by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Mental Break Field,20,Support,0,Yes,Reduces INT of all enemies by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Speed Break,6,Support,0,Yes,Reduces SPD of one enemy by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Speed Break Field,20,Support,0,Yes,Reduces SPD of all enemies by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Acceleration Boost,6,Support,0,Yes,Doubles damage output in the next turn.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Cross-Counter,6,Support,0,Yes,Counterattacks the enemy when you receive a physical attack.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Mirror Reflection,6,Support,0,Yes,Counterattacks the enemy when you receive a magic attack.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Status Barrier,16,Support,0,Yes,Make one member immune to all status effects.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Safety Guard,32,Support,0,Yes,Make one member endure all attacks that could kill you once.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chain Plus,4,Support,0,Yes,Increase COMBO for one member by 50%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chain Max,8,Support,0,Yes,Increase COMBO for one member by 100%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chain Minus,4,Support,0,Yes,Reduce COMBO for one enemy by 50%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chain Loss,8,Support,0,Yes,Reduce COMBO for one enemy by 100%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Escape Dash,0,Support,0,Yes,Flee from a battle.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Summon,5,Fixed,0,No,Fixed damage of 100 to one foe. 30% chance of increasing INT by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Double Backhand,5,Physical,20,No,"2 physical attacks, 20 Neutral damage to all foes."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Little Horn,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 10% chance of reducing target's DEF by 10%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Metal Cannon,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 30% chance of increasing DEF by 10%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Veemon Headbutt,5,Physical,75,No,"Physical attack, 75 Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Dumdum Uppercut,10,Physical,90,No,"Physical attack, 90 Neutral damage to one foe. 10% chance of stunning target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chrono Breaker,10,Fixed,0,No,Fixed damage of 150 to one foe. 30% chance of reducing target's SPD by 10%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Scissor Claw,20,Physical,0,No,"DEF-penetrating attack, Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Symphony Crusher,20,Magic,0,No,"INT-penetrating attack, Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Meteor Shower,10,Physical,40,No,"Physical attack, 40 Neutral damage to all foes. 90% accuracy. Tends to critical more often."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Lightning Paw,10,Fixed,0,No,Fixed damage of 150 to one foe. 60% chance of confusing target.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Death Claw,10,Fixed,0,No,Fixed damage of 200 to one foe. Absorbs 20% of the damage as HP.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Power Metal,10,Physical,90,No,"Physical attack, 90 Neutral damage to one foe. 30% chance of increasing attack by 10%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Death Charm,10,Direct,0,No,Reduce 10% HP from one enemy.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Razor Wind,10,Physical,30,No,"2-4 physical attacks, 30 Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Galactic Flare,15,Magic,55,No,"Magic attack, 55 Neutral damage to all foes."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Double Scissor Claw,30,Physical,0,No,"DEF-penetrating attack, double Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Desolation Claw,15,Physical,115,No,"Physical attack, 115 Neutral damage to one foe. 10% chance of instantly killing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Nightmare Syndrome,15,Magic,0,No,Reduce 15% HP from one enemy. 20% chance of putting target to sleep.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Musical Fist,30,Magic,0,No,"INT-penetrating attack, Neutral damage to all with 10% chance of reducing ATK/INT by 10%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Berserk Sword,15,Direct,0,No,Inflict Death on one enemy. 30% accuracy.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Trick or Treat,15,Physical,100,No,"Physical attack, 100 Neutral damage to one foe. Decrease target's INT by 10%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Winning Knuckle,15,Physical,115,No,"Physical attack, 115 Neutral damage to one foe. 20% chance of stunning target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Revenge Flame,15,Direct,0,No,Counterattack the enemy when you receive a physical or magic attack.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Hearts Attack,30,Magic,0,No,"INT-penetrating attack, Neutral damage to one foe. 20% chance of confusing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Dead or Alive,25,Magic,110,No,"Magic attack, 110 Neutral damage to one foe. 10% to inflict a status effect, 5% chance of instantly killing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Wolf Claw,15,Physical,120,No,"Physical attack, 120 Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Pandora Dialogue,15,Magic,0,No,Reduces HP of all foes by 20%. Receive damage equal to 10% of HP from recoil.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Waltz's End,25,Physical,30,No,"3 physical attacks, 30 Neutral damage to all foes."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Judgement of the Blade,25,Physical,30,No,"5 physical attacks, 30 Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Justice Kick,20,Physical,130,No,"Physical attack, 130 Neutral damage to one foe. 1% chance of increasing ATK by 50%."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Trump Sword,20,Magic,35,No,"4 magic attacks, 35 Neutral damage to one foe."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Smile Warhead,20,Physical,130,No,"Physical attack, 130 Neutral damage to one foe. 50% chance to cause knockback."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Tomahawk Stinger,20,Physical,130,No,"Physical attack, 130 Neutral damage to one foe. 15% chance of confusing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Chaos Degradation,25,Direct,0,No,Reduces HP of all foes by 25%.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Ocean Love,20,Support,0,No,Restore HP to all battle members and recover all status effects.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Strike Roll,20,Physical,140,No,"Physical attack, 140 Neutral damage to one foe. Tends to critical more often."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Biting Crush,25,Physical,145,No,"Physical attack, 145 Neutral damage to one foe. 15% chance of instantly killing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Omni Sword,30,Physical,150,No,"Physical attack, 150 Neutral damage to one foe. 10% chance of dotting target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Bantyo Blade,20,Physical,150,No,"Physical attack, 150 Neutral damage to one foe. Damage tends to fluctuate."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Soul Digitalization,25,Magic,95,No,"Magic attack, 95 Neutral damage to all foes. 5% chance of instantly killing target."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Breath of the Gods,25,Support,0,No,Nullifies any damage received until next turn.
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Weltgeist,25,Support,0,No,"Nullify all received damage until the next turn, and counterattacks when receiving physical or magic attacks."
187,Jesmon,Mega,Data,Neutral,22,1,1480,119,198,149,114,168,Garuru Tomahawk,20,Physical,140,No,"Physical attack, 140 Neutral damage to one foe. Always hits."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Saint Knuckle I,3,Physical,65,Yes,"Physical attack, 65 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Saint Knuckle II,6,Physical,85,Yes,"Physical attack, 85 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Saint Knuckle III,9,Physical,105,Yes,"Physical attack, 105 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Holy Light I,3,Magic,55,Yes,"Magic attack, 55 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Holy Light II,6,Magic,75,Yes,"Magic attack, 75 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Holy Light III,9,Magic,95,Yes,"Magic attack, 95 Light damage to one foe. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Shining Laser I,4,Magic,20,Yes,"Magic attack, 20 Light damage to all foes. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Shining Laser II,7,Magic,35,Yes,"Magic attack, 35 Light damage to all foes. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Shining Laser III,10,Magic,65,Yes,"Magic attack, 65 Light damage to all foes. 95% accuracy."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Support End,10,Magic,30,Yes,"Magic attack, 30 Light damage to one foe. Prevents the use of support skills."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Blinding Ray,5,Magic,65,No,"Magic attack, 65 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Puppy Howl,10,Magic,0,No,"INT-penetrating attack, Light damage to one foe. 10% chance of paralyzing target."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Grand Cross,30,Physical,0,No,"INT-penetrating attack, Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Vee Laser,10,Physical,95,No,"Physical attack, 95 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Heaven's Knuckle,10,Physical,80,No,"Physical attack, 80 Light damage to one foe. 10% chance of increasing ATK & INT by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Golden Rush,10,Physical,10,No,"2 physical attacks, 10 Light damage to all foes. 1% chance of instantly killing target."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Sunshine Beam,10,Magic,80,No,"Magic attack, 80 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Celestial Arrow,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. Always hits."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Disaster Blaster,15,Magic,65,No,"Magic attack, 65 Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Superstar Uppercut,15,Physical,110,No,"Physical attack, 110 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Death Parade Blaster,15,Physical,40,No,"2 physical attacks, 40 Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Heaven's Gate,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. 10% chance of instantly killing target."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Savage Emperor,15,Magic,105,No,"Magic attack, 105 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Blade of the Dragon King,25,Physical,30,No,"3-6 physical attacks, 30 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,The Ray of Victory,25,Physical,100,No,"Physical attack, 100 Light damage to all. Always hits. 10% chance increasing SPD by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Positron Laser,20,Physical,150,No,"Physical attack, 150 Light damage to one foe."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Eden's Javelin,20,Magic,120,No,"Magic attack, 120 Light damage to one foe. 30% chance of increasing INT by 20%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Heaven's Judgment,20,Magic,90,No,"Magic attack, 90 Light damage to all foes. Tends to critical more often."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Amethyst Mandala,20,Magic,70,No,"Magic attack, 70 Light damage to all foes. Cancel target's positive effects."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Bifrost,25,Magic,120,No,"Magic attack, 120 Light damage to one foe. Increases SPD by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Strike of the Seven Stars,20,Magic,15,No,"7 magic attacks, 15 Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Good Night Moon,20,Magic,125,No,"Magic attack, 125 Light damage to one foe. Puts target to sleep."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Lightning Joust,25,Physical,140,No,"Physical attack, 140 Light damage to one foe. 30% chance of increasing DEF by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Extinction Wave,25,Magic,80,No,"Magic attack, 80 Light damage to all foes. Always hits."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Flashy Boss Punch,20,Physical,130,No,"Physical attack, 130 Light damage to one foe. 50% chance of stunning target."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Fire Tornado,20,Magic,80,No,"Magic attack, 80 Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Full Moon Blaster,20,Physical,135,No,"Physical attack, 135 Light damage to one foe. Always hits."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Seven's Fantasia,20,Magic,75,No,"Magic attack, 75 Light damage to all foes. 20% chance of confusing target."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Full Moon Meteor Impact,20,Physical,120,No,"Physical attack, 120 Light damage to one foe. 30% chance of stunning and tends to critical."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Aguichant L\E8vres,30,Magic,0,No,INT-penetrating Light attack on one foe and absorbs 50% of the damage as HP.
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Divine Atonement,30,Magic,105,No,"Magic attack, 105 Light damage to all foes."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,S-Gold Solar Storm,25,Magic,75,No,"Magic attack, 75 Light damage to all foes. Increases DEF by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Golden Triangle,20,Magic,110,No,"Magic attack, 110 Light damage to one foe. Increases base stats by 10%."
188,ShineGreymon,Mega,Vaccine,Light,20,2,1880,114,203,109,84,158,Shield of the Just,25,Magic,115,No,"Magic attack, 115 Light damage to one foe. Always hits. Cancels negative effects on itself."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Saint Knuckle I,3,Physical,65,Yes,"Physical attack, 65 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Saint Knuckle II,6,Physical,85,Yes,"Physical attack, 85 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Saint Knuckle III,9,Physical,105,Yes,"Physical attack, 105 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Holy Light I,3,Magic,55,Yes,"Magic attack, 55 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Holy Light II,6,Magic,75,Yes,"Magic attack, 75 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Holy Light III,9,Magic,95,Yes,"Magic attack, 95 Light damage to one foe. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Shining Laser I,4,Magic,20,Yes,"Magic attack, 20 Light damage to all foes. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Shining Laser II,7,Magic,35,Yes,"Magic attack, 35 Light damage to all foes. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Shining Laser III,10,Magic,65,Yes,"Magic attack, 65 Light damage to all foes. 95% accuracy."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Support End,10,Magic,30,Yes,"Magic attack, 30 Light damage to one foe. Prevents the use of support skills."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Blinding Ray,5,Magic,65,No,"Magic attack, 65 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Puppy Howl,10,Magic,0,No,"INT-penetrating attack, Light damage to one foe. 10% chance of paralyzing target."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Grand Cross,30,Physical,0,No,"INT-penetrating attack, Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Vee Laser,10,Physical,95,No,"Physical attack, 95 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Heaven's Knuckle,10,Physical,80,No,"Physical attack, 80 Light damage to one foe. 10% chance of increasing ATK & INT by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Golden Rush,10,Physical,10,No,"2 physical attacks, 10 Light damage to all foes. 1% chance of instantly killing target."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Sunshine Beam,10,Magic,80,No,"Magic attack, 80 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Celestial Arrow,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. Always hits."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Disaster Blaster,15,Magic,65,No,"Magic attack, 65 Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Superstar Uppercut,15,Physical,110,No,"Physical attack, 110 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Death Parade Blaster,15,Physical,40,No,"2 physical attacks, 40 Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Heaven's Gate,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. 10% chance of instantly killing target."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Savage Emperor,15,Magic,105,No,"Magic attack, 105 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Blade of the Dragon King,25,Physical,30,No,"3-6 physical attacks, 30 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,The Ray of Victory,25,Physical,100,No,"Physical attack, 100 Light damage to all. Always hits. 10% chance increasing SPD by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Positron Laser,20,Physical,150,No,"Physical attack, 150 Light damage to one foe."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Eden's Javelin,20,Magic,120,No,"Magic attack, 120 Light damage to one foe. 30% chance of increasing INT by 20%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Heaven's Judgment,20,Magic,90,No,"Magic attack, 90 Light damage to all foes. Tends to critical more often."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Amethyst Mandala,20,Magic,70,No,"Magic attack, 70 Light damage to all foes. Cancel target's positive effects."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Bifrost,25,Magic,120,No,"Magic attack, 120 Light damage to one foe. Increases SPD by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Strike of the Seven Stars,20,Magic,15,No,"7 magic attacks, 15 Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Good Night Moon,20,Magic,125,No,"Magic attack, 125 Light damage to one foe. Puts target to sleep."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Lightning Joust,25,Physical,140,No,"Physical attack, 140 Light damage to one foe. 30% chance of increasing DEF by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Extinction Wave,25,Magic,80,No,"Magic attack, 80 Light damage to all foes. Always hits."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Flashy Boss Punch,20,Physical,130,No,"Physical attack, 130 Light damage to one foe. 50% chance of stunning target."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Fire Tornado,20,Magic,80,No,"Magic attack, 80 Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Full Moon Blaster,20,Physical,135,No,"Physical attack, 135 Light damage to one foe. Always hits."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Seven's Fantasia,20,Magic,75,No,"Magic attack, 75 Light damage to all foes. 20% chance of confusing target."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Full Moon Meteor Impact,20,Physical,120,No,"Physical attack, 120 Light damage to one foe. 30% chance of stunning and tends to critical."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Aguichant L\E8vres,30,Magic,0,No,INT-penetrating Light attack on one foe and absorbs 50% of the damage as HP.
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Divine Atonement,30,Magic,105,No,"Magic attack, 105 Light damage to all foes."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,S-Gold Solar Storm,25,Magic,75,No,"Magic attack, 75 Light damage to all foes. Increases DEF by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Golden Triangle,20,Magic,110,No,"Magic attack, 110 Light damage to one foe. Increases base stats by 10%."
189,Justimon,Mega,Vaccine,Light,18,3,1530,99,193,158,99,144,Shield of the Just,25,Magic,115,No,"Magic attack, 115 Light damage to one foe. Always hits. Cancels negative effects on itself."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Saint Knuckle I,3,Physical,65,Yes,"Physical attack, 65 Light damage to one foe. 95% accuracy."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Saint Knuckle II,6,Physical,85,Yes,"Physical attack, 85 Light damage to one foe. 95% accuracy."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Saint Knuckle III,9,Physical,105,Yes,"Physical attack, 105 Light damage to one foe. 95% accuracy."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Holy Light I,3,Magic,55,Yes,"Magic attack, 55 Light damage to one foe. 95% accuracy."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Holy Light II,6,Magic,75,Yes,"Magic attack, 75 Light damage to one foe. 95% accuracy."
190,Kentaurosmon,Mega,Vaccine,Light,22,1,1140,153,139,154,154,183,Holy Light III,9,Magic,95,Yes,"Magic attack, 95 Light damage to one foe. 95% accuracy."
