Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description,Efficiency
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Nightmare II,6,Magic,75,Yes,"Magic attack, 75 Dark damage to one foe. 95% accuracy.",12.5
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Nightmare III,9,Magic,95,Yes,"Magic attack, 95 Dark damage to one foe. 95% accuracy.",10.555555555555555
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Hell Crusher I,4,Magic,20,Yes,"Magic attack, 20 Dark damage to all foes. 95% accuracy.",5.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Hell Crusher II,7,Magic,35,Yes,"Magic attack, 35 Dark damage to all foes. 95% accuracy.",5.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Hell Crusher III,10,Magic,65,Yes,"Magic attack, 65 Dark damage to all foes. 95% accuracy.",6.5
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Destruction,10,Physical,40,Yes,"Physical attack, 40 Dark damage to one foe. 10% chance to inflict Death.",4.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Crazy Giggle,5,Physical,75,No,"Physical attack, 75 Dark damage to one foe.",15.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Shiny Ring,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Alwatys hits.",14.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Cog Crusher,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Always hits.",14.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Demi Darts,5,Physical,20,No,"Physical attack, 20 Dark damage to all foes, absorbs 5% into HP.",4.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Pummel Whack,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe.",9.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Data Crusher,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe. 5% chance of instantly killing target.",9.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Night Raid,15,Magic,65,No,"Magic attack, 65 Dark damage to all foes, absorbs 15% into HP.",4.333333333333333
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Love Serenade,30,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 15% chance of paralyzing target.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Talisman of Light,15,Magic,105,No,"Magic attack, 105 Dark damage to one foe.",7.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Dark Pupil,15,Physical,110,No,"Physical attack, 110 Dark damage to one foe. 20% chance of poisoning target.",7.333333333333333
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Unidentified Flying Kiss,15,Magic,95,No,"Magic attack, 95 Dark damage to one foe. 15% chance of dotting target.",6.333333333333333
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Darkness Wave,15,Magic,35,No,"2 magic attacks, 35 Dark damage to all foes.",2.3333333333333335
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Megadeath,20,Magic,95,No,"Magic attack, 95 Dark damage to all foes.",4.75
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Venom Infusion,20,Physical,135,No,"Physical attack, 135 Dark damage to one foe. 30% chance of poisoning target.",6.75
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Demonic Disaster,25,Physical,140,No,"Physical attack, 140 Dark damage to one foe.",5.6
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Taizoukai Mandala,20,Magic,70,No,"Magic attack, 70 Dark damage to all foes. Cancel target's positive effects.",3.5
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Pandemonium Lost,25,Magic,80,No,"Magic attack, 80 Dark damage to all foes, absorbs 20% into HP.",3.2
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Dark Terra Force,20,Physical,100,No,"Physical attack, 100 Dark damage to all foes. 30% chance of increasing DEF by 20%.",5.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Double Impact,25,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. 90% accuracy.",0.8
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Eternal Nightmare,50,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 50% chance of putting target to sleep.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Banana Slip,20,Magic,115,No,"Magic attack, 115 Dark damage to one foe. 80% chance of stunning target.",5.75
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Phantom Pain,50,Magic,0,No,"INT-penetrating attack, triple Dark damage to one foe. 35% chance of poisoning target.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Spiral Masquerade,25,Physical,30,No,"4 physical attacks, 30 Dark damage to one foe. 30% chance of increasing SPD by 20%.",1.2
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Corona Destroyer,50,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe. Absorbs 20% of the damage as HP.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Dark Roar,15,Physical,130,No,"Physical attack, 130 Dark damage to one foe. 90% accuracy, tends to critical more often.",8.666666666666666
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Mourning Dance,20,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. Damage tends to fluctuate.",1.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Gift of Darkness,60,Physical,0,No,"DEF-penetrating attack, triple Dark damage to one foe.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Judecca Prison,25,Magic,115,No,"Magic attack, 115 Dark damage to one foe. Always hits and undoes any stat reductions.",4.6
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Black Aura Blast,25,Magic,110,No,"Magic attack, 110 Dark damage to one foe. Decrease target's DEF by 10%",4.4
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Black Tornado,40,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe.",0.0
242,Beelzemon BM,Mega,Virus,Dark,25,1,1680,114,238,124,104,178,Dark Prominence,30,Magic,0,No,INT-penetrating Dark attack to one foe. 50% chance of crystallizing target.,0.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Nanomachine Break I,3,Physical,65,Yes,"Physical attack, 65 Thunder damage to one foe. 95% accuracy.",21.666666666666668
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Nanomachine Break II,6,Physical,85,Yes,"Physical attack, 85 Thunder damage to one foe. 95% accuracy.",14.166666666666666
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Nanomachine Break III,9,Physical,105,Yes,"Physical attack, 105 Thunder damage to one foe. 95% accuracy.",11.666666666666666
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Heaven's Thunder I,3,Magic,55,Yes,"Magic attack, 55 Thunder damage to one foe. 95% accuracy.",18.333333333333332
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Heaven's Thunder II,6,Magic,75,Yes,"Magic attack, 75 Thunder damage to one foe. 95% accuracy.",12.5
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Heaven's Thunder III,9,Magic,95,Yes,"Magic attack, 95 Thunder damage to one foe. 95% accuracy.",10.555555555555555
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Thunder Fall I,4,Physical,30,Yes,"Physical attack, 30 Thunder damage to all foes. 95% accuracy.",7.5
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Thunder Fall II,7,Physical,45,Yes,"Physical attack, 45 Thunder damage to all foes. 95% accuracy.",6.428571428571429
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Thunder Fall III,10,Physical,75,Yes,"Physical attack, 75 Thunder damage to all foes. 95% accuracy.",7.5
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Ripping Net,10,Physical,40,Yes,"Physical attack, 40 Thunder damage to one foe. Inflicts Paralyze status effect.",4.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Thunder Cloud,5,Magic,30,No,"2 magic attacks, 30 Electric damage to one foe.",6.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Electric Stun Blast,5,Physical,65,No,"Physical attack, 65 Electric damage to one foe. 15% chance of paralyzing target.",13.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Super Shocker,5,Magic,60,No,"Magic attack, 60 Electric damage to one foe.",12.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Electric Shock,5,Magic,55,No,"Magic attack, 55 Electric damage to one foe. 10% chance of paralyzing target.",11.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Thunder Cloud II,10,Magic,75,No,"Magic attack, 75 Electric damage to one foe. 10% chance of paralyzing target.",7.5
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Electro Shocker,10,Magic,80,No,"Magic attack, 80 Electric damage to one foe.",8.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Turbo Stinger,10,Physical,25,No,"4 physical attacks, 25 Electric damage to one foe.",2.5
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Horn Buster,30,Magic,0,No,"INT-penetrating attack, double Electric damage to one foe.",0.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Spiral Sword,15,Physical,110,No,"Physical attack, 110 Electric damage to one foe. Tends to critical more often.",7.333333333333333
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Nitro Stinger,30,Physical,0,No,"DEF-penetrating attack, double Electric damage to one foe.",0.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Vulcan's Hammer,15,Physical,115,No,"Physical attack, 115 Electric damage to one foe.",7.666666666666667
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Lightning Javelin,15,Magic,105,No,"Magic attack, 105 Electric damage to one foe.",7.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Atomic Blaster,15,Physical,250,No,"Physical attack, 250 Electric damage to one foe. Cannot move from recoil for one turn.",16.666666666666668
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Nuclear Laser,30,Physical,0,No,"DEF-penetrating attack, Electric damage to one foe. 30% chance of increasing DEF by 10%.",0.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Energy Bomb,15,Magic,100,No,"Magic attack, 100 Electric damage to one foe. Always hits.",6.666666666666667
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Golden Triangle I,15,Magic,90,No,"Magic attack, 90 Electric damage to one foe. 5% chance of increasing base stats by 10%.",6.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Brain Rupture,20,Magic,115,No,"Magic attack, 115 Electric damage to one foe. 20% chance of confusing target.",5.75
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Mach Stinger V,20,Physical,20,No,"6 physical attacks, 20 Electric damage to one foe. Tends to critical more often.",1.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Atomic Ray,20,Physical,125,No,"Physical attack, 125 Electric damage to one foe. 20% chance of stunning target.",6.25
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Giga Blaster,20,Magic,120,No,"Magic attack, 120 Electric damage to one foe.",6.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Infinity Cannon,20,Physical,115,No,"Physical attack, 115 Electric damage to all foes. 80% accuracy.",5.75
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Terrors Cluster,20,Physical,125,No,"Physical attack, 125 Electric damage to one foe. 25% chance of paralyzing target.",6.25
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Celestial Blade,20,Magic,80,No,"Magic attack, 80 Electric damage to all foes.",4.0
243,Darkdramon,Mega,Virus,Electric,18,3,1580,94,188,148,99,139,Lightning Spear,40,Magic,0,No,"INT-penetrating attack, double Electric damage to one foe. Tends to critical more often.",0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Heavy Strike I,3,Physical,70,Yes,"Physical attack, 70 Neutral damage to one foe. 95% accuracy.",23.333333333333332
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Heavy Strike II,6,Physical,90,Yes,"Physical attack, 90 Neutral damage to one foe. 95% accuracy.",15.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Heavy Strike III,9,Physical,110,Yes,"Physical attack, 110 Neutral damage to one foe. 95% accuracy.",12.222222222222221
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Power Energy I,3,Magic,60,Yes,"Magic attack, 60 Neutral damage to one foe. 95% accuracy.",20.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Power Energy II,6,Magic,80,Yes,"Magic attack, 80 Neutral damage to one foe. 95% accuracy.",13.333333333333334
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Power Energy III,9,Magic,100,Yes,"Magic attack, 100 Neutral damage to one foe. 95% accuracy.",11.11111111111111
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mach Rush I,4,Physical,35,Yes,"Physical attack, 35 Neutral damage to all foes. 95% accuracy.",8.75
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mach Rush II,7,Physical,50,Yes,"Physical attack, 50 Neutral damage to all foes. 95% accuracy.",7.142857142857143
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mach Rush III,10,Physical,80,Yes,"Physical attack, 80 Neutral damage to all foes. 95% accuracy.",8.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Physical Drain,3,Physical,50,Yes,"Physical attack, 50 Neutral damage to one foe. Absorb 10% SP.",16.666666666666668
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Spirit Drain,3,Magic,40,Yes,"Magic attack, 40 Neutral damage to one foe. Absorb 10% SP.",13.333333333333334
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Character Reversal,10,Magic,30,Yes,"Magic attack, 30 Neutral damage to one foe. Inflicts Bug status effect.",3.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Heal,4,Support,0,Yes,Restores a little HP for one party member.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,X-Heal,8,Support,0,Yes,Restores HP for one party member.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Final Heal,16,Support,0,Yes,Restores a lot of HP for one party member.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Aura,10,Support,0,Yes,Restores a little HP for all party members.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,X-Aura,25,Support,0,Yes,Restores HP for all party members.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Final Aura,40,Support,0,Yes,Restores a lot of HP for all party members.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Revive,30,Support,0,Yes,Revive one fallen party member with 50% HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Perfect Revival,60,Support,0,Yes,Revive all fallen party members with full HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Poison,4,Support,0,Yes,Recover Poison from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Panic,4,Support,0,Yes,Recover Panic from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Paralysis,4,Support,0,Yes,Recover Paralyze from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Sleep,4,Support,0,Yes,Recover Sleep from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Stun,4,Support,0,Yes,Recover Stun from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Dot,4,Support,0,Yes,Recover Dot from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Anti-Bug,4,Support,0,Yes,Recover Bug from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Restore,8,Support,0,Yes,Remove all status effects from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Dispel,8,Support,0,Yes,Remove basic debuffs from one party member and restore some HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Attack Charge,6,Support,0,Yes,Increases ATK of one member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Attack Charge Field,20,Support,0,Yes,Increases ATK of all battle members by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Guard Charge,6,Support,0,Yes,Increases DEF of one member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Guard Charge Field,20,Support,0,Yes,Increases DEF of all battle members by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mental Charge,6,Support,0,Yes,Increases INT of one member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mental Charge Field,20,Support,0,Yes,Increases INT of all battle members by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Speed Charge,6,Support,0,Yes,Increases SPD of one member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Speed Charge Field,20,Support,0,Yes,Increases SPD of all battle members by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Hit Charge,6,Support,0,Yes,Increases ACC of one battle member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Agility Charge,6,Support,0,Yes,Increases EVA of one battle member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Critical Charge,6,Support,0,Yes,Increases CRIT of one battle member by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Attack Break,6,Support,0,Yes,Reduces ATK of one enemy by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Attack Break Field,20,Support,0,Yes,Reduces ATK of all enemies by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Guard Break,6,Support,0,Yes,Reduces DEF of one enemy by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Guard Break Field,20,Support,0,Yes,Reduces DEF of all enemies by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mental Break,6,Support,0,Yes,Reduces INT of one enemy by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mental Break Field,20,Support,0,Yes,Reduces INT of all enemies by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Speed Break,6,Support,0,Yes,Reduces SPD of one enemy by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Speed Break Field,20,Support,0,Yes,Reduces SPD of all enemies by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Acceleration Boost,6,Support,0,Yes,Doubles damage output in the next turn.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Cross-Counter,6,Support,0,Yes,Counterattacks the enemy when you receive a physical attack.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Mirror Reflection,6,Support,0,Yes,Counterattacks the enemy when you receive a magic attack.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Status Barrier,16,Support,0,Yes,Make one member immune to all status effects.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Safety Guard,32,Support,0,Yes,Make one member endure all attacks that could kill you once.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Chain Plus,4,Support,0,Yes,Increase COMBO for one member by 50%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Chain Max,8,Support,0,Yes,Increase COMBO for one member by 100%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Chain Minus,4,Support,0,Yes,Reduce COMBO for one enemy by 50%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Chain Loss,8,Support,0,Yes,Reduce COMBO for one enemy by 100%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Escape Dash,0,Support,0,Yes,Flee from a battle.,
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Summon,5,Fixed,0,No,Fixed damage of 100 to one foe. 30% chance of increasing INT by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Double Backhand,5,Physical,20,No,"2 physical attacks, 20 Neutral damage to all foes.",4.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Little Horn,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 10% chance of reducing target's DEF by 10%.",14.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Metal Cannon,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 30% chance of increasing DEF by 10%.",14.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Veemon Headbutt,5,Physical,75,No,"Physical attack, 75 Neutral damage to one foe.",15.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Dumdum Uppercut,10,Physical,90,No,"Physical attack, 90 Neutral damage to one foe. 10% chance of stunning target.",9.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Chrono Breaker,10,Fixed,0,No,Fixed damage of 150 to one foe. 30% chance of reducing target's SPD by 10%.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Scissor Claw,20,Physical,0,No,"DEF-penetrating attack, Neutral damage to one foe.",0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Symphony Crusher,20,Magic,0,No,"INT-penetrating attack, Neutral damage to one foe.",0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Meteor Shower,10,Physical,40,No,"Physical attack, 40 Neutral damage to all foes. 90% accuracy. Tends to critical more often.",4.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Lightning Paw,10,Fixed,0,No,Fixed damage of 150 to one foe. 60% chance of confusing target.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Death Claw,10,Fixed,0,No,Fixed damage of 200 to one foe. Absorbs 20% of the damage as HP.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Power Metal,10,Physical,90,No,"Physical attack, 90 Neutral damage to one foe. 30% chance of increasing attack by 10%.",9.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Death Charm,10,Direct,0,No,Reduce 10% HP from one enemy.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Razor Wind,10,Physical,30,No,"2-4 physical attacks, 30 Neutral damage to one foe.",3.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Galactic Flare,15,Magic,55,No,"Magic attack, 55 Neutral damage to all foes.",3.6666666666666665
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Double Scissor Claw,30,Physical,0,No,"DEF-penetrating attack, double Neutral damage to one foe.",0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Desolation Claw,15,Physical,115,No,"Physical attack, 115 Neutral damage to one foe. 10% chance of instantly killing target.",7.666666666666667
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Nightmare Syndrome,15,Magic,0,No,Reduce 15% HP from one enemy. 20% chance of putting target to sleep.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Musical Fist,30,Magic,0,No,"INT-penetrating attack, Neutral damage to all with 10% chance of reducing ATK/INT by 10%.",0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Berserk Sword,15,Direct,0,No,Inflict Death on one enemy. 30% accuracy.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Trick or Treat,15,Physical,100,No,"Physical attack, 100 Neutral damage to one foe. Decrease target's INT by 10%.",6.666666666666667
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Winning Knuckle,15,Physical,115,No,"Physical attack, 115 Neutral damage to one foe. 20% chance of stunning target.",7.666666666666667
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Revenge Flame,15,Direct,0,No,Counterattack the enemy when you receive a physical or magic attack.,0.0
244,Chaosmon,Ultra,Vaccine,Neutral,25,2,1080,129,318,94,89,188,Hearts Attack,30,Magic,0,No,"INT-penetrating attack, Neutral damage to one foe. 20% chance of confusing target.",0.0
